CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2022-00039459,300 Block WASHINGTON ST,05/22/2022 04:16:00 AM,5,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2022-00038037,300 Block WASHINGTON ST,05/24/2022 11:30:00 AM,5,2022,Drug Offenses,21-28-4.01.1-A5,MANUFAC/POSS/DELIVER MARIJUANA-1-5 KG,1,ECuellar
2022-00038037,300 Block WASHINGTON ST,05/24/2022 11:30:00 AM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ECuellar
2022-00044379,300 Block WASHINGTON ST,06/05/2022 06:17:00 PM,6,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KShea
2022-00043060,300 Block WASHINGTON ST,06/01/2022 06:47:00 PM,6,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RAbenante
2022-00043060,300 Block WASHINGTON ST,06/01/2022 06:47:00 PM,6,2022,Traffic Violation,31-3-18,Display of Plates Penalties,1,RAbenante
2022-00043060,300 Block WASHINGTON ST,06/01/2022 06:47:00 PM,6,2022,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,RAbenante
2022-00043060,300 Block WASHINGTON ST,06/01/2022 06:47:00 PM,6,2022,Traffic Violation,31-8-2,Operation of MV When Registration Canceled,1,RAbenante
2022-00042803,300 Block WASHINGTON ST,05/31/2022 08:36:00 PM,5,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,JMota
2022-00042800,300 Block WASHINGTON ST,05/31/2022 08:23:00 PM,5,2022,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,JMota
2022-00042243,300 Block WASHINGTON ST,05/30/2022 07:17:00 AM,5,2022,Request for Assistance,Not Used,No Violations,0,MCamardo
2022-00022351,300 Block WASHINGTON ST,03/26/2022 09:27:00 AM,3,2022,Request for Assistance,Not Used,No Violations,0,MCamardo
2022-00025104,300 Block WASHINGTON ST,04/05/2022 09:29:00 AM,4,2022,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,LMarroquin
2022-00025100,300 Block WASHINGTON ST,04/05/2022 09:22:00 AM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00027005,300 Block WASHINGTON ST,04/11/2022 07:46:00 PM,4,2022,Disturbance,Not Used,No violations,0,WSherrill
2022-00021554,300 Block WASHINGTON ST,03/23/2022 09:56:00 AM,3,2022,Request for Assistance,Not Used,No Violations,0,Central Station
2022-00021357,300 Block WASHINGTON ST,03/22/2022 03:34:00 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDoldoorian
2022-00500819,300 Block WASHINGTON ST,03/10/2022 01:59:17 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00017848,300 Block WASHINGTON ST,03/10/2022 05:08:00 PM,3,2022,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,RMorel
2022-00017363,300 Block WASHINGTON ST,03/08/2022 07:06:00 PM,3,2022,Request for Assistance,Not Used,No Violations,0,LGarcia Colon
2022-00016648,1000 Block N MAIN ST,03/06/2022 02:10:23 AM,3,2022,Disturbance,Not Used,No violations,0,JBibeault
2022-00038351,1000 Block N MAIN ST,05/18/2022 10:58:00 PM,5,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,SCerullo
2022-00500019,1000 Block N MAIN ST,01/03/2022 09:56:27 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00500020,1000 Block N MAIN ST,01/03/2022 09:40:47 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2021-00097870,0 Block CHESTNUT ST,12/08/2021 02:26:00 PM,12,2021,Malicious Mischief,Not Used,No Violations,0,NULL
2022-00003927,0 Block STERLING AVE,01/17/2022 03:22:00 PM,1,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SCerullo
2022-00003927,0 Block STERLING AVE,01/17/2022 03:22:00 PM,1,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,SCerullo
2022-00004233,0 Block ALEXANDER ST,01/18/2022 08:14:00 PM,1,2022,Request for Assistance,Not Used,No Violations,0,DLiu
2022-00501232,0 Block PAYTON ST,04/11/2022 01:43:57 PM,4,2022,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,DShields
2022-00000992,0 Block CARTERET ST,01/05/2022 08:23:00 AM,1,2022,Suspicious Person,Not Used,No Violations,0,YGonzalez
2021-00102062,0 Block OCEAN ST,12/23/2021 08:37:00 AM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MPesola
2022-00500454,0 Block WINSOR ST,01/28/2022 12:11:09 PM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00013044,200 Block OXFORD ST,02/20/2022 07:48:00 AM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DPalumbo
2022-00013044,200 Block OXFORD ST,02/20/2022 07:48:00 AM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPalumbo
2022-00501246,0 Block EAST ST,04/13/2022 09:03:35 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00032502,0 Block 9TH ST,04/30/2022 09:30:00 AM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KWilliams
2022-00501277,0 Block TELL ST,04/17/2022 08:55:28 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00500069,200 Block SWAN ST,12/29/2021 04:14:30 PM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2021-00103566,0 Block DORRANCE ST,12/29/2021 05:48:00 PM,12,2021,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,CCorreia
2022-00029848,0 Block DORRANCE ST,04/21/2022 01:15:00 PM,4,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,RMoroney
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,GGenao
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,GGenao
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,GGenao
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,GGenao
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,GGenao
2022-00027502,300 Block HOPE ST,04/13/2022 03:40:00 PM,4,2022,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,GGenao
2022-00026885,300 Block HOPE ST,04/11/2022 12:27:00 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00010715,300 Block HOPE ST,02/11/2022 10:14:00 PM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2022-00500423,700 Block HOPE ST,01/26/2022 02:12:09 PM,1,2022,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/O $1500 - ALL OTH LARCENY,1,DShields
2022-00014267,0 Block ABBOTT ST,02/25/2022 02:42:00 AM,2,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DGonzalez
2022-00003682,700 Block CRANSTON ST,01/16/2022 03:08:00 PM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,NEastman
2022-00036139,0 Block DUKE ST,05/12/2022 01:19:00 PM,5,2022,Malicious Mischief,Not Used,No Violations,0,CSimanski
2022-00007998,0 Block DOVER ST,02/01/2022 11:07:00 PM,2,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,RJoseph
2021-00102300,200 Block ALLENS AVE,12/24/2021 12:48:00 AM,12,2021,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,HVentura
2021-00503551,200 Block ALLENS AVE,12/13/2021 04:42:22 PM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2022-00037642,200 Block ALLENS AVE,05/16/2022 03:49:00 PM,5,2022,License Violation,Not Used,No Violations,0,LCastro
2022-00017621,200 Block ALLENS AVE,03/09/2022 07:05:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00017955,200 Block ALLENS AVE,03/11/2022 12:42:00 AM,3,2022,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,BMurphy
2021-00103315,N MAIN ST &  BRANCH AVE,12/28/2021 05:40:00 PM,12,2021,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JAntoniou
2021-00103315,N MAIN ST &  BRANCH AVE,12/28/2021 05:40:00 PM,12,2021,DUI,31-27-2.1,Chemical Test Refusal,1,JAntoniou
2021-00101809,0 Block ARCH ST,12/22/2021 11:31:00 AM,12,2021,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2021-00101124,0 Block PORTLAND ST,12/19/2021 05:27:00 PM,12,2021,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,ELane
2022-00500653,600 Block HARTFORD AVE,02/21/2022 01:42:02 PM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2021-00103720,200 Block ORMS ST,12/30/2021 11:12:22 AM,12,2021,Request for Assistance,Not Used,No Violations,0,TManzotti
2022-00043807,EDDY ST &  DUDLEY ST,06/04/2022 03:28:00 AM,6,2022,Request for Assistance,Not Used,No Violations,0,MPonder
2022-00016361,PUBLIC ST &  BROAD ST,03/05/2022 01:38:00 AM,3,2022,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,CCorreia
2022-00016361,PUBLIC ST &  BROAD ST,03/05/2022 01:38:00 AM,3,2022,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,CCorreia
2022-00016361,PUBLIC ST &  BROAD ST,03/05/2022 01:38:00 AM,3,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CCorreia
2022-00010670,PUBLIC ST &  BROAD ST,02/11/2022 06:42:00 PM,2,2022,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,GKue
2022-00011956,WEYBOSSET ST &  DORRANCE ST,02/16/2022 01:51:00 PM,2,2022,Auto Fire,Not Used,No Violations,0,SKennedy
2022-00005423,BURNSIDE ST &  THURBERS AVE,01/23/2022 02:51:00 AM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,PSalmons
2022-00033343,BURNSIDE ST &  THURBERS AVE,05/02/2022 11:00:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,EDelgado
2022-00035676,200 Block ELMWOOD AVE,05/10/2022 07:51:00 PM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RBallinger
2022-00035676,200 Block ELMWOOD AVE,05/10/2022 07:51:00 PM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,4,RBallinger
2022-00035018,CRANSTON ST &  HANOVER ST,05/08/2022 04:42:00 PM,5,2022,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,JNajarian
2022-00017357,CRANSTON ST &  HANOVER ST,03/08/2022 06:46:00 PM,3,2022,Robbery - Strong Arm,Not Used,"Under Investigation, Offense Pending",0,MFigueroa
2022-00027926,CRANSTON ST &  HANOVER ST,04/14/2022 05:18:00 PM,4,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,KDoldoorian
2021-00102971,CRANSTON ST &  HANOVER ST,12/27/2021 01:33:00 PM,12,2021,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,VLopez
2021-00102965,CRANSTON ST &  HANOVER ST,12/27/2021 01:18:00 PM,12,2021,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ALugo
2022-00026193,0 Block EATON ST,04/09/2022 01:16:00 AM,4,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,TSavard
2022-00026193,0 Block EATON ST,04/09/2022 01:16:00 AM,4,2022,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,TSavard
2022-00023908,0 Block DEPASQUALE AVE,04/01/2022 12:03:00 AM,4,2022,License Violation,Not Used,No Violations,0,LCastro
2022-00007597,0 Block DEPASQUALE AVE,01/31/2022 02:26:00 PM,1,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2022-00013930,700 Block HOPE ST,02/23/2022 08:27:00 PM,2,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2022-00044426,0 Block CAPRON ST,06/05/2022 08:14:00 PM,6,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,WSherrill
2022-00031880,100 Block MESSER ST,04/28/2022 10:47:09 AM,4,2022,Alarm-Business,Not Used,No Violations,0,LFernandez
2022-00017974,100 Block MESSER ST,03/11/2022 02:28:00 AM,3,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BAucoin
2022-00017989,100 Block MESSER ST,03/11/2022 05:29:00 AM,3,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BAucoin
2022-00013087,100 Block MESSER ST,02/20/2022 03:11:00 PM,2,2022,Alarm-Business,Not Used,No Violations,0,ALugo
2022-00023313,ELMWOOD AVE &  95,03/29/2022 08:09:00 PM,3,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2022-00021009,400 Block CRANSTON ST,03/21/2022 03:12:00 PM,3,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,JNajarian
2022-00021009,400 Block CRANSTON ST,03/21/2022 03:12:00 PM,3,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,JNajarian
2022-00021009,400 Block CRANSTON ST,03/21/2022 03:12:00 PM,3,2022,"Larceny, Pickpocketing",11-41-7,LARCENY FROM THE PERSON - POCKET PICKING,1,JNajarian
2022-00025329,0 Block HARTFORD AVE,04/06/2022 12:49:00 AM,4,2022,Trespass,Not Used,No Violations,0,FPerez Brito
2022-00031523,0 Block HARTFORD AVE,04/27/2022 01:23:00 AM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JPalmer
2022-00031972,0 Block HARTFORD AVE,04/28/2022 04:32:00 PM,4,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MPesola
2022-00043040,0 Block HARTFORD AVE,06/01/2022 05:34:19 PM,6,2022,Tresspassing,11-44-28,TRESPASS UPON PREMISES/PRIVATE REC. FACILITIES,1,MPesola
2022-00037066,0 Block HARTFORD AVE,05/14/2022 10:17:00 PM,5,2022,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,NAyala
2022-00012724,0 Block HARTFORD AVE,02/19/2022 04:04:00 AM,2,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,AWagoner
2022-00006086,0 Block HARTFORD AVE,01/25/2022 06:17:00 PM,1,2022,Dispersals,Not Used,No Violations,0,JMota
2022-00003293,0 Block HARTFORD AVE,01/15/2022 02:05:00 AM,1,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,NULL
2022-00500983,0 Block BRANCH AVE,03/21/2022 08:12:26 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00037993,CANAL ST &  SMITH ST,05/17/2022 05:35:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,PHourahan
2022-00016902,PUBLIC ST &  PRAIRIE AVE,03/07/2022 12:04:00 AM,3,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DForte
2022-00028090,BROAD ST &  ELMWOOD AVE,04/15/2022 06:59:00 AM,4,2022,Burglary,11-8-1,BURGLARY,1,JCryan
2022-00006098,100 Block MANTON AVE,01/25/2022 06:42:00 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JMota
2022-00032902,CHARLES ST &  SILVER SPRING ST,05/01/2022 02:09:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,YGonzalez
2022-00033123,100 Block UNION AVE,05/02/2022 03:03:00 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ASubramaniam
2022-00022925,400 Block DEXTER ST,03/28/2022 11:56:00 AM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JButen
2022-00038444,400 Block CHARLES ST,05/19/2022 09:58:00 AM,5,2022,Disturbance,Not Used,No Violations,0,YCaba
2022-00038524,400 Block CHARLES ST,05/19/2022 03:36:00 PM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JAntoniou
2022-00042910,400 Block CHARLES ST,06/01/2022 09:52:00 AM,6,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2021-00098123,400 Block CHARLES ST,12/09/2021 03:09:00 PM,12,2021,Suspicious Person,Not Used,No Violations,0,TSavard
2022-00036227,300 Block S MAIN ST,05/12/2022 05:28:00 PM,5,2022,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,MTroia
2022-00003166,ATWELLS AVE &  VALLEY ST,01/14/2022 05:29:00 PM,1,2022,Suspicious Person,Not Used,No Violations,0,MPetteruto
2022-00010365,ATWELLS AVE &  VALLEY ST,02/10/2022 04:53:00 PM,2,2022,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,ALima
2022-00016004,0 Block CEDAR ST,03/03/2022 06:33:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SCooney
2022-00500925,0 Block CEDAR ST,03/19/2022 08:35:40 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00500905,0 Block CEDAR ST,03/16/2022 12:29:30 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00501018,200 Block RIVER AVE,03/27/2022 05:39:09 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00501093,200 Block RIVER AVE,03/30/2022 09:30:58 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00024649,200 Block RIVER AVE,04/03/2022 01:56:00 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2,DAnderson
2022-00036739,600 Block CRANSTON ST,05/14/2022 01:44:00 AM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LRagosta
2022-00036739,600 Block CRANSTON ST,05/14/2022 01:44:00 AM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,LRagosta
2022-00001158,600 Block CRANSTON ST,01/05/2022 11:53:00 PM,1,2022,Arson,Not Used,"Under Investigation, Offense Pending",0,LQuinilla
2022-00006789,0 Block WINSOR ST,01/28/2022 09:00:00 AM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,TManzotti
2022-00016754,0 Block WINSOR ST,03/06/2022 12:54:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,YGonzalez
2022-00026861,400 Block PINE ST,04/11/2022 11:06:00 AM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JLugo
2022-00040454,WESTMINSTER ST &  KNIGHT ST,05/25/2022 08:29:18 AM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,THastings
2022-00011550,WESTMINSTER ST &  KNIGHT ST,02/15/2022 12:10:00 AM,2,2022,"Fraud, Swindle",11-17-1.2,Forgery and Counterfeiting of Registration Plates,1,MPetteruto
2022-00011550,WESTMINSTER ST &  KNIGHT ST,02/15/2022 12:10:00 AM,2,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MPetteruto
2021-00099298,HANOVER ST &  CRANSTON ST,12/13/2021 01:09:00 PM,12,2021,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,ITorres
2022-00039866,HANOVER ST &  CRANSTON ST,05/23/2022 11:48:00 AM,5,2022,Suspicious Person,Not Used,No Violations,0,LFernandez
2022-00003702,0 Block VEAZIE ST,01/16/2022 04:36:00 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLabutti
2022-00043781,ORMS ST &  SMITH ST,06/04/2022 01:53:00 AM,6,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RFernandes
2022-00501368,100 Block JULIAN ST,04/30/2022 12:11:50 AM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,BAuclair
2022-00038763,200 Block ELMWOOD AVE,05/20/2022 01:29:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,WPognon
2022-00001067,200 Block ELMWOOD AVE,01/05/2022 01:53:13 PM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,SMurnighan
2022-00017056,100 Block SISSON ST,03/07/2022 05:31:00 PM,3,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,ALima
2022-00500743,200 Block TRANSIT ST,03/03/2022 10:32:33 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2021-00101541,100 Block LINWOOD AVE,12/21/2021 07:49:00 AM,12,2021,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,SKawejsza
2022-00501561,100 Block DYER ST,05/25/2022 03:52:30 PM,5,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00007499,0 Block SILVER SPRING ST,01/31/2022 07:52:00 AM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,YGonzalez
2022-00010008,0 Block SILVER SPRING ST,02/09/2022 10:53:00 AM,2,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,PCaminero
2022-00024246,0 Block LIEGE ST,04/02/2022 12:59:00 AM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,2,LRamalho
2022-00037914,200 Block BRANCH AVE,05/17/2022 03:01:00 PM,5,2022,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,DHernandez Martinez
2022-00043837,200 Block BRANCH AVE,06/04/2022 08:18:00 AM,6,2022,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,TCalandra
2022-00501379,200 Block BRANCH AVE,05/01/2022 01:50:43 PM,5,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00035791,200 Block BRANCH AVE,05/11/2022 10:59:08 AM,5,2022,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JMadeira
2022-00001286,200 Block BRANCH AVE,01/06/2022 01:29:00 PM,1,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,TCalandra
2022-00017462,0 Block WHITMARSH ST,03/09/2022 03:53:03 AM,3,2022,Auto Towed,Not Used,Parking or MV Violation,0,NField
2022-00032190,400 Block ELMGROVE AVE,04/29/2022 11:24:00 AM,4,2022,Suspicious Person,Not Used,No Violations,0,MAddai
2021-00099934,MANTON AVE &  SALMON ST,12/15/2021 04:56:00 PM,12,2021,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DCarias
2022-00042801,0 Block MT VERNON ST,05/31/2022 08:21:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,BMcParlin
2022-00024401,400 Block MANTON AVE,04/02/2022 04:57:00 PM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KMelfi
2022-00021451,0 Block WALLER ST,03/22/2022 08:46:00 PM,3,2022,Disturbance,Not Used,No Violations,0,GGrimes
2022-00002398,100 Block SUFFOLK ST,01/11/2022 01:14:00 PM,1,2022,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JMontano
2022-00003979,0 Block MANTON AVE,01/17/2022 06:32:00 PM,1,2022,Tresspassing,11-44-26,WILLFUL TRESPASS,1,CSimanski
2022-00010245,0 Block MANTON AVE,02/10/2022 08:38:39 AM,2,2022,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,LAndreozzi
2022-00032931,0 Block MANTON AVE,05/01/2022 03:32:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,JMota
2022-00033454,300 Block BROADWAY,05/03/2022 01:27:00 PM,5,2022,Larceny from Building,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM BLD,1,FMoody
2022-00033454,300 Block BROADWAY,05/03/2022 01:27:00 PM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,FMoody
2022-00036471,CLIFFORD ST,05/13/2022 10:27:00 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station
2022-00026784,600 Block ATWELLS AVE,04/11/2022 12:02:00 AM,4,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CVingi
2022-00035966,0 Block VINTON ST,05/11/2022 07:51:00 PM,5,2022,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,Central Station
2022-00005212,200 Block LOWELL AVE,01/22/2022 10:53:00 AM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,JMota
2022-00043200,100 Block VEAZIE ST,06/02/2022 09:25:00 AM,6,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00039966,VALLEY ST &  PLEASANT VALLEY PKY,05/23/2022 05:32:00 PM,5,2022,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,MTroia
